NO	X	Y	Year
2293	107.7127	16.46374	1966.024194
2294	79.444	16.477	1927.005376
2295	99.52156	16.48134	1949.201613
2296	97.626	16.485	1929.685484
2297	-15.499	16.501	1929.446237
2298	-15.5	16.51	1929.752688
2299	104.747	16.561	1950.153226
2300	107.4841	16.56957	1966.080645
2301	107.364	16.571	1966.11828
2302	107.3666	16.57335	1969.266129
2303	107.3696	16.57401	1967.198925
2304	107.5163	16.57829	1966.080645
2305	107.5108	16.57895	1966.258065
2306	94.91295	16.5852	1928.540323
2307	94.91226	16.58684	1929.174731
2308	97.487	16.594	1938.137097
2309	25.62012	16.59408	1950.311828
2310	94.93	16.596	1938.314516
2311	95.18	16.6	1957.193548
2312	-14.968	16.655	1930.586022
2313	76.837	16.692	1936.169355
2314	74.226	16.698	1941.19086
2315	107.233105	16.70046	1949.080645
2316	95.656	16.724	1928.634409
2317	95.65126	16.72877	1929.091398
2318	95.65	16.73	1955.526882
2319	107.192	16.746	1969.344086
2320	96.523	16.755	1955.182796
2321	106.9492	16.75721	1966.137097
2322	94.732	16.774	1929.032258
2323	94.74575	16.77792	1934.032258
2324	94.74	16.78	1955.155914
2325	82.232	16.812	1936.854839
2326	96.13383	16.81226	1929.346774
2327	107.093	16.81276	1971.413978
2328	100.266	16.813	1950.05914
2329	75.715	16.824	1929.174731
2330	97.6167	16.85	1978.827957
2331	96.124891	16.872227	1914.064516
2332	96.15921	16.89917	1940.397849
2333	96.1	16.9	1957.016129
2334	96.10359	16.9018	1929.110215
2335	96.037	16.915	1928.728495
2336	97.368	16.92	1928.454301
2337	98.86597	16.92019	1938.983871
2338	82.239	16.945	1950.258065
2339	95.17456	16.95172	1936.607527
2340	100.2722	16.95172	1948.104839
2341	97.32788	16.95698	1928.922043
2342	100.5524	16.96223	1930.126344
2343	73.292	16.992	1929.803763
2344	99.75	17.013	1930.94086
2345	97.954	17.022	1957.016129
2346	95.22	17.03	1941.629032
2347	95.23	17.03	1939.674731
2348	74.596	17.038	1950.709677
2349	76.215	17.091	1940
2350	97.33887	17.10404	1929.346774
2351	99.74487	17.13554	1946.841398
2352	104.151	17.163	1950.903226
2353	78.142	17.166	1929.110215
2354	75.946	17.176	1937.158602
2355	99.71191	17.17753	1939.05914
2356	101.147	17.277	1939.897849
2357	99.80942	17.29427	1948.986559
2358	96.498	17.328	1926.083333
2359	102.8101	17.36702	1947.991935
2360	78.45612	17.38078	1926.795699
2361	95.08	17.39	1957.072581
2362	78.485	17.395	1905.306452
2363	101.735	17.49	1949.155914
2364	104.3152	17.58119	1948.048387
2365	95.79	17.63	1949.696237
2366	95.787	17.647	1928.424731
2367	95.45506	17.64828	1929.083333
2368	95.45574	17.6486	1928.521505
2369	95.45	17.65	1928.481183
2370	95.78	17.65	1949.696237
2371	95.79	17.65	1972.005376
2372	95.77984	17.6504	1928.387097
2373	95.77864	17.65171	1929.008065
2374	75.899	17.665	1928.69086
2375	74.001	17.691	1928.879032
2376	103.26	17.699	1928.69086
2377	83.25989	17.73168	1927.005376
2378	100.6622	17.75392	1948.123656
2379	102.680236	18.001736	1929.252688
2380	77.76003735	18.03079507	1898.590909
2381	-76.285	18.031	1937.223118
2382	102.6563	18.06231	1931.336022
2383	100.1733	18.18761	1948.849462
2384	97.029	18.203	1928.768817
2385	75.6031	18.21892	1931.188172
2386	95.65	18.23	1956.997312
2387	95.32	18.27	1949.811828
2388	99.484	18.292	1938.142473
2389	72.97008	18.3032	1932.072581
2390	96.07	18.33	1983.201613
2391	95.55	18.43	1955.155914
2392	94.33651	18.46789	1929.556452
2393	73.86688	18.51831	1936.397849
2394	73.86667	18.53333	1897.590909
2395	78.614	18.548	1948.948925
2396	73.86667	18.56667	1898.045455
2397	108.729	18.584	1950.27957
2398	98.99231	18.787	1940.459677
2399	95.26	18.84	1935
2400	84.042	18.889	1928.521505
2401	96.43	18.94	1977.182796
2402	96.433	18.94	1929.083333
2403	72.80013	18.95435	1928.922043
2404	72.8215	18.97253	1932.002688
2405	72.82583	18.975	1896.772727
2406	105.6102	18.97513	1963.147849
2407	-72.323	19.06212	1959.704301
2408	72.826	19.077	1905.306452
2409	72.89049	19.08607	1929.459677
2410	74.745	19.09	1933.731183
2411	72.89154	19.127	1905.306452
2412	79.102	19.177	1929.091398
2413	95.043	19.208	1936.032258
2414	97.27	19.23	1959.002688
2415	72.967	19.232	1929.174731
2416	105.424	19.318	1972.236559
2417	95.185	19.323	1928.879032
2418	95.17628	19.32378	1931.02957
2419	80.043	19.324	1928.615591
2420	81.527	19.342	2002.094086
2421	105.261	19.359	1972.217742
2422	110.097664	19.365005	1919
2423	-102.0074	19.39127	1939.935484
2424	-99.127573	19.427045	1950.115591
2425	79.60888	19.51072	1947.502688
2426	109.568916	19.514137	1882
2427	74.004	19.544	1936.244624
2428	81.947	19.605	1929.024194
2429	97.206	19.665	1974.897849
2430	110.632217	19.669991	1928
2431	79.342	19.697	1994.653226
2432	105.192	19.7	1952.419355
2433	110.318779	19.700302	1894
2434	-155.067291	19.714818	1926.217742
2435	110.005531	19.73477	1904
2436	96.11938	19.73568	1939.924731
2437	105.899	19.738	1963.346774
2438	75.76172	19.74602	1994.653226
2439	85.829	19.794	1929.556452
2440	93.99	19.81	1951.018817
2441	83.855	19.826	1945.306452
2442	93.496	19.852	1967.040323
2443	109.680855	19.909929	1900
2444	105.243	19.927	1982.978495
2445	-155.88	19.94	1928.696237
2446	-103.4725	19.99743	1931.169355
2447	-102.4725	19.99743	1931.241935
2448	110.344398	19.998734	1888
2449	73.781	20.001	1929.064516
2450	110.32	20.03	1938.419355
2451	110.34	20.03	1929.002688
2452	-155.3711	20.04	1934.419355
2453	-155.37	20.04	1928.551075
2454	-155.371	20.04222	1934.965054
2455	110.339203	20.043417	1888
2456	105.615	20.053	1950.419355
2457	-155.4407	20.08455	1934.803763
2458	41.449	20.105	1952.526882
2459	74.224	20.107	1963.193548
2460	-155.57	20.12	1928.126344
2461	85.52393	20.14246	1947.306452
2462	92.87	20.15	1977.22043
2463	92.87	20.16	1950.260753
2464	94.87295	20.17231	1928.387097
2465	94.882	20.175	1928.424731
2466	72.99426	20.28693	1933.752688
2467	106.2323	20.28796	1950.134409
2468	94.94385	20.32402	1928.405914
2469	78.11949	20.38808	1929.938172
2470	106.264	20.393	1968.362903
2471	72.85	20.416364	1932.448925
2472	96.13792	20.42991	1928.989247
2473	96.137	20.43	1929.120968
2474	96.14	20.43	1955.080645
2475	106.3121	20.43932	1963.193548
2476	97.13897	20.44537	1931.569892
2477	94.873	20.458	1926.083333
2478	94.56	20.46	1930.954301
2479	94.88	20.46	1949.905914
2480	94.88205	20.46111	1955.793011
2481	85.084	20.464	1929.129032
2482	85.879	20.464	1929.231183
2483	84.66064	20.46819	1928.002688
2484	44.79548	20.47302	1950.040323
2485	96.9	20.48	1930.991935
2486	93.916	20.491	1928.502688
2487	96.13535	20.491	1928.922043
2488	106.154	20.575	1967.255376
2489	84.24316	20.59165	1930.252688
2490	-103.347	20.65784	1950.260753
2491	84.6167	20.67391	1926.083333
2492	78.603	20.744	1928.94086
2493	96.72	20.76	1959.739247
2494	97.038	20.782	1931.569892
2495	-156.2805	20.78436	1938.013441
2496	106.021	20.822	1951.405914
2497	106.0455	20.83058	1929.52957
2498	78.707	20.835	1933.336022
2499	106.6989	20.84983	1926.986559
2500	106.7016	20.85079	1934.405914
2501	-156.31	20.86	1932.182796
2502	95.85434	20.8694	1929.024194
2503	95.851	20.872	1928.387097
2504	95.86	20.88	1970.932796
2505	-156.5061	20.88913	1938.013441
2506	94.83	20.9	1955.024194
2507	109.972565	20.901865	1882
2508	94.83	20.91	1949.811828
2509	105.128	20.914	1952.110215
2510	77.759	20.931	1929.045699
2511	107.081	20.948	1949.295699
2513	-89.628	20.983	1950.637097
2514	105.8419	20.9985	1964.282258
2515	105.8679	21.00265	1956.215054
2516	105.8487	21.00908	1966.295699
2517	105.8584	21.01579	1964.069892
2518	105.82	21.032	1950.180108
2519	81.92282	21.03588	1938.41129
2520	70.519	21.052	1933.072581
2521	76.055	21.052	1928.989247
2522	105.828	21.06346	1931.112903
2523	82.098	21.107	1959.002688
2524	73.105	21.117	1934.196237
2525	105.5796	21.12141	1934.430108
2526	79.1	21.15	1903.045455
2527	79.089	21.156	1928.922043
2528	99.76	21.166	1928.577957
2529	72.83333	21.16667	1898.045455
2530	95.9	21.18	1938.024194
2531	96.9	21.18	1951.037634
2532	72.82	21.195	1929.083333
2533	80.19735768	21.20525135	1897.045455
2534	110.354286	21.274616	1879
2535	-89.652	21.294	1950.655914
2536	-157.84	21.31	1929.841398
2537	95.07	21.34	1957.016129
2538	110.248131	21.378086	1872
2539	-157.7395	21.38963	1933.086022
2540	95.657	21.42	1967.086022
2541	39.88037	21.43262	1950.153226
2542	110.771988	21.437126	1890
2543	95.47119	21.44284	1928.645161
2544	95.93262	21.45307	1928.94086
2545	95.392	21.457	1929.919355
2546	95.39	21.47	1967.827957
2547	109.107567	21.477994	1867
2548	83.98121	21.47863	1928.922043
2549	105.8284	21.50355	1972.330645
2550	105.8279	21.50371	1972.311828
2551	110.999138	21.508532	1891
2552	74.355	21.51	1952.091398
2553	39.173	21.543	1950.153226
2554	107.6976	21.56997	1967.731183
2555	72.807	21.58	1928.900538
2556	87.41856	21.60094	1930.172043
2557	110.280121	21.609488	1877
2558	96.59252759	21.63756852	1899.045455
2559	110.637321	21.658253	1891
2560	95.23	21.67	1928.540323
2561	109.188393	21.671431	1880
2562	95.71	21.692	1950.258065
2563	81.538	21.721	1931.360215
2564	96.3446	21.7595	1928.502688
2565	80.187	21.816	1929.185484
2566	96.32	21.83	1936.145161
2567	71.97393529	21.83435284	1896.772727
2568	95.988	21.839	1928.540323
2569	111.952522	21.849478	1890
2570	96.26221	21.8615	1928.577957
2571	77.91504	21.87169	1932.051075
2572	87.29157	21.87898	1928.922043
2573	95.962	21.88	1929.897849
2574	77.905	21.903	1928.596774
2575	87.546	21.908	1948.908602
2576	95.96	21.91	1928.540323
2577	95.96	21.92	1934.981183
2578	95.94532	21.92107	1928.69086
2579	82.02169	21.92195	1928.346774
2580	82.01972	21.92282	1932.236559
2581	110.84845	21.924009	1890
2582	108.617386	21.95302	1871
2583	78.88707	21.95753	1928.870968
2584	100.447922	21.959373	1886
2585	96.16	21.99	1967.002688
2586	78.93608	22.05669	1928.502688
2587	78.944	22.058	1936.263441
2588	78.93814	22.05891	1929.024194
2589	79.554	22.09	1928.709677
2590	95.135	22.106	1957.072581
2591	76.15068	22.11063	1929.083333
2592	106.753563	22.110802	1939
2593	73.41835	22.13015	1932.276882
2594	107.0634	22.136564	1936
2595	71.76991	22.15708	1929.185484
2596	71.663	22.178	1952.938172
2597	112.302361	22.185261	1891
2598	113.547035	22.20083	1895
2599	96.106	22.21	1931.663978
2600	105.338	22.213	1964.989247
2601	83.594	22.247	1929.956989
2602	112.782959	22.253174	1882
2603	113.517	22.264	1927.276882
2604	114.172859	22.278214	1894
2605	114.17	22.28	1928.782258
2606	70.74419	22.29255	1950.077957
2607	71.73051	22.35198	1929.575269
2608	110.943817	22.357506	1875
2609	95.146	22.393	1931.016129
2610	107.348816	22.407095	1936
2611	113.65	22.41	1948.919355
2612	84.732	22.423	1928.849462
2613	109.295326	22.424559	1902
2614	88.375	22.437	1928.94086
2615	114.17	22.47	1927.061828
2616	84.512	22.499	1933.134409
2617	109.204	22.518	1947.905914
2618	113.367218	22.522404	1894
2619	113.031021	22.525591	1885
2620	103.747	22.536	1972.389785
2621	76.366	22.54	1929.268817
2622	97.037	22.542	1971.567204
2623	88.334	22.544	1905.306452
2624	72.955	22.561	1952.760753
2625	99.931656	22.562231	1902
2626	95.698	22.57	1936.701613
2627	95.69967	22.57899	1928.36828
2628	95.70379	22.57899	1928.989247
2629	113.083649	22.579697	1899
2630	88.40149	22.58358	1939.924731
2631	88.40149	22.58865	1940.056452
2632	80.376	22.591	1928.596774
2633	80.36825	22.59602	1933.134409
2634	110.147247	22.624426	1936
2635	99.610901	22.639122	1917
2636	120.284843	22.639675	1896
2637	113.375916	22.642845	1906
2638	88.44063	22.64808	1955.879032
2639	120.480949	22.677088	1899
2640	109.26725	22.685431	1937
2641	112.224144	22.697565	1900
2642	106.183	22.698	1958.19086
2643	77.719	22.744	1929.045699
2644	108.482071	22.755596	1936
2645	106.323	22.765	1967.903226
2646	111.562302	22.770845	1897
2647	86.21178	22.77135	1926.083333
2648	100.972061	22.783491	1856
2649	114.466194	22.800533	1895
2650	72.367	22.826	1966.946237
2651	113.247307	22.839741	1891
2652	110.549805	22.859507	1939
2653	111.81	22.89	1940.841398
2654	109.456337	22.918022	1938
2655	112.031	22.934	1946.446237
2656	85.095	22.935	1929.231183
2657	97.746	22.943	1976.776882
2658	115.640984	22.943785	1898
2659	75.831	22.968	1937.930108
2660	115.333611	22.971701	1896
2661	88.38	22.983	1940.150538
2662	103.68515	22.986536	1864
2663	102.396889	22.997206	1919
2664	78.234	23.004	1928.94086
2665	104.396713	23.013361	1858
2666	113.5	23.02	1950.110215
2667	72.57568	23.02287	1938.061828
2668	112.451157	23.029055	1914
2669	68.907	23.031	1932.002688
2670	113.111656	23.032234	1894
2671	113.134636	23.033728	1891
2672	116.287827	23.037025	1896
2673	72.567	23.04	1948.736559
2674	113.746483	23.044199	1880
2675	86.665	23.063	1940.053763
2676	101.042526	23.064037	1856
2677	107.135727	23.081337	1936
2678	113.26	23.12	1946.586022
2679	113.2575	23.12378	1947.419355
2680	113.2828	23.12467	1948.419355
2681	104.699425	23.125994	1856
2682	113.26	23.13	1932.965054
2683	113.27	23.13	1927.239247
2684	113.254196	23.131893	1894
2685	106.417213	23.132854	1936
2686	71.96045	23.14036	1994.653226
2687	87.84668	23.14036	1905.306452
2688	113.23	23.15	1950.086022
2689	83.23433	23.15163	1929.956989
2690	113.3	23.16	1947.169355
2691	113.31	23.16	1926.252688
2692	114.2798	23.163977	1939
2693	102.74411	23.16502	1857
2694	79.96468	23.18392	1928.634409
2695	113.16	23.2	1946.252688
2696	77.412	23.23	1929.129032
2697	111.524452	23.236589	1919
2698	87.84668	23.24135	1947.782258
2699	113.35	23.25	1928.336022
2700	116.59668	23.262486	1897
2701	77.40471	23.26587	1950.077957
2702	71.924	23.289	1935
2703	113.830872	23.292038	1894
2704	116.169083	23.298807	1896
2705	85.025	23.301	1930.935484
2706	120.306465	23.307821	1896
2707	120.260674	23.323225	1899
2708	116.68	23.35	1950.112903
2709	85.30815	23.35549	1929.556452
2710	116.679092	23.359955	1894
2711	103.401367	23.368315	1807
2712	102.420586	23.370998	1877
2713	104.2435	23.371468	1857
2714	113.25	23.38	1950.002688
2715	110.919914	23.381245	1939
2716	103.286079	23.408003	1859
2717	111.237663	23.423449	1936
2718	108.589676	23.436411	1936
2719	104.671974	23.440823	1857
2720	116.683044	23.452402	1898
2721	116.763985	23.465315	1899
2722	120.442711	23.480349	1898
2723	86.57	23.492	1934.973118
2724	100.70359	23.500662	1902
2725	116.347626	23.54034	1899
2726	74.442	23.541	1925.002688
2727	113.58255	23.552399	1890
2728	78.88184	23.56399	1951.056452
2729	119.568039	23.56571	1899
2730	76.476	23.56957	1929.064516
2731	102.002892	23.597086	1864
2732	107.117	23.601	1946.553763
2733	104.333931	23.60973	1874
2734	102.823883	23.617981	1812
2735	105.616829	23.626698	1879
2736	77.435	23.627	1926.083333
2737	94.415	23.631	1970.104839
2738	112.431541	23.636734	1902
2739	115.175697	23.642523	1917
2740	85.30066346	23.67200197	1899.045455
2741	116.998032	23.674469	1894
2742	78.66211	23.68477	1950.021505
2743	117.423782	23.698322	1901
2744	117.180435	23.709126	1901
2745	120.534355	23.709341	1896
2746	113.027275	23.71052	1901
2747	76.026	23.711	1930.438172
2748	102.490685	23.717508	1811
2749	103.242661	23.723389	1866
2750	114.248558	23.733299	1916
2751	109.232521	23.733719	1939
2752	114.695557	23.739214	1909
2753	121.546333	23.752125	1899
2754	116.174423	23.763456	1901
2755	79.449	23.84	1929.669355
2756	78.74966	23.84345	1929.556452
2757	91.54358	23.8557	1950.865591
2758	100.090248	23.881611	1874
2759	102.564087	23.888544	1886
2760	120.677071	23.911381	1899
2761	112.179001	23.918219	1938
2762	115.769325	23.922537	1904
2763	108.094765	23.933819	1939
2764	117.334503	23.958872	1901
2765	109.678009	23.960333	1937
2766	78.01820391	24.00710496	1898.954545
2767	97.842354	24.017395	1938
2768	104.193153	24.044905	1874
2769	105.062737	24.04994	1878
2770	120.426491	24.057116	1897
2771	95.16357	24.06653	1929.102151
2772	108.664993	24.067421	1937
2773	101.987328	24.073668	1868
2774	84.741	24.074	1928.540323
2775	32.918	24.078	1925.002688
2776	89.53074278	24.08224319	1898.045455
2777	120.537918	24.082859	1897
2778	82.6501	24.08534	1949.830645
2779	32.9	24.09	1929.518817
2780	115.253922	24.100937	1916
2781	102.758667	24.111837	1820
2782	117.60865	24.116701	1890
2783	120.67	24.12	1947.510753
2784	115.720695	24.145954	1894
2785	120.673599	24.151352	1898
2786	110.81	24.17	1946.586022
2787	102.401321	24.17753	1848
2788	117.907	24.191	1934.233871
2789	102.927582	24.196394	1869
2790	96.436	24.209	1928.454301
2791	97.234	24.255	1976.717742
2792	97.24	24.26	1930.647849
2793	43.871	24.268	1952.551075
2794	116.056877	24.275898	1894
2795	102.753281	24.292803	1868
2796	106.227676	24.297083	1936
2797	95.80078	24.30705	1928.69086
2798	116.69075	24.355021	1894
2799	102.542824	24.357267	1851
2800	76.183	24.36	1929.110215
2801	97.95829	24.360966	1870
2802	117.302788	24.362373	1898
2803	114.485191	24.372684	1919
2804	103.442062	24.406683	1856
2805	117.848778	24.41321	1884
2806	111.541412	24.416418	1937
2807	98.586433	24.441528	1907
2808	100.129074	24.447477	1873
2809	117.809	24.449	1931.610215
2810	117.813934	24.451038	1887
2811	100.83213	24.45229	1856
2812	39.62	24.461	1931.610215
2813	118.083115	24.464222	1884
2814	32.94	24.47	1933.330645
2815	118.09	24.48	1946.419355
2816	118.084	24.481	1927.602151
2817	109.734398	24.487999	1939
2818	118.14	24.49	1947.274194
2819	119.79	24.5	1939.481183
2820	118.15	24.51	1950.419355
2821	117.362213	24.512667	1888
2822	107.370888	24.513689	1936
2823	117.654182	24.515907	1887
2824	118.14	24.52	1946.836022
2825	32.905	24.523	1937.142473
2826	103.763153	24.530085	1859
2827	120.816475	24.566715	1900
2828	115.895538	24.577545	1912
2829	32.939	24.584	1929.650538
2830	98.691109	24.589788	1869
2831	99.90995	24.598244	1833
2832	117.753853	24.626001	1894
2833	116.165497	24.659462	1909
2834	95.72	24.667	1931.583333
2835	89.39	24.67	1931.327957
2836	102.592712	24.671577	1851
2837	102.161972	24.672453	1870
2838	102.916245	24.673397	1856
2839	46.93359	24.68695	1931.610215
2840	108.056007	24.6989	1936
2841	97.931938	24.709011	1870
2842	116.726379	24.726719	1899
2843	118.146568	24.734549	1886
2844	121.743454	24.760489	1900
2845	103.263481	24.761904	1860
2846	108.691452	24.780029	1939
2847	108.896965	24.78294	1936
2848	30.591	24.791	1925.002688
2849	84.996	24.791	1929.083333
2850	113.5747	24.79979	1948.27957
2851	120.972672	24.801781	1897
2852	98.29509	24.809696	1870
2853	118.575989	24.818256	1889
2854	99.60508	24.830067	1867
2855	103.988358	24.832489	1880
2856	108.254662	24.833858	1938
2857	30.564	24.878	1925.002688
2858	104.301956	24.883741	1882
2859	91.87062	24.89156	1929.502688
2860	67.028	24.893	1935.994624
2861	102.797844	24.896105	1862
2862	67.01766	24.8981	1950.134409
2863	84.17926	24.90672	1926.357527
2864	118.585968	24.914053	1895
2865	103.147034	24.915356	1859
2866	103.14	24.92	1997.752688
2867	71.654	24.921	1928.55914
2868	67.09351	24.92275	1950.153226
2869	102.485909	24.923746	1850
2870	84.834	24.935	1939.002688
2871	67.07428	24.93626	1927.005376
2872	118.379555	24.962208	1888
2873	109.982903	24.988819	1939
2874	121.304535	24.99259	1897
2875	117.53	25	1946.502688
2876	117.54	25	1946.473118
2877	121.607971	25.002798	1897
2878	117.533791	25.003534	1895
2879	121.448105	25.008011	1896
2880	118.39	25.01	1946.586022
2881	78.50169	25.01865	1928.922043
2882	98.49	25.02	1946.419355
2883	98.494553	25.027994	1870
2884	121.56	25.03	1950.002688
2885	121.57	25.03	1946.586022
2886	103.664162	25.031401	1852
2887	118.791695	25.032686	1888
2888	101.544792	25.036457	1803
2889	102.626259	25.038593	1862
2890	102.7	25.04	1945.252688
2891	102.71125	25.042843	1841
2892	118.3887	25.05326	1946.502688
2893	118.181946	25.058764	1894
2894	99.162643	25.116491	1861
2895	121.737869	25.129911	1896
2896	82.563	25.148	1938.155914
2897	101.272507	25.194529	1848
2898	85.522	25.198	1905.306452
2899	100.307556	25.230757	1776
2900	86.985	25.24	1933.771505
2901	110.294716	25.24439	1936
2902	99.844475	25.247849	1870
2903	87	25.25	1901.045455
2904	81.371	25.267	1933.077957
2905	117.410873	25.292444	1888
2906	82.97699	25.31858	1928.989247
2907	92.716	25.321	1966.946237
2908	118.290695	25.326225	1891
2909	32.587	25.328	1928.36828
2910	98.5199	25.33906	1946.456989
2911	103.036095	25.339363	1859
2912	100.485474	25.347376	1792
2913	118.688568	25.363922	1889
2914	97.388	25.379	1931.435484
2915	68.366473	25.380182	1950.115591
2916	86.471	25.381	1926.795699
2917	97.38625	25.39862	1928.540323
2918	79.994	25.404	1937.064516
2919	103.57682	25.428749	1861
2920	81.85982	25.43583	1951.196237
2921	32.508	25.437	1925.002688
2922	119.011292	25.437366	1888
2923	81.828	25.443	1938.061828
2924	119.01	25.45	1947.502688
2925	119.022	25.451	1948.336022
2926	84.79179	25.46311	1936.145161
2927	99.522499	25.46365	1874
2928	100.555832	25.479538	1858
2929	111.15332	25.490736	1938
2930	118.239502	25.494249	1891
2931	103.796104	25.494551	1850
2932	118.25	25.5	1946.252688
2933	119.79	25.5	1946.639785
2934	29.34	25.51	1928.728495
2935	119.77845	25.510077	1895
2936	101.239281	25.510433	1795
2937	90.231	25.519	1926.986559
2938	103.253952	25.562819	1855
2939	78.59997	25.58456	1929.024194
2940	100.312462	25.584633	1776
2941	100.221436	25.590458	1776
2942	83.319	25.592	1929.083333
2943	103.82193	25.606405	1864
2944	85.135	25.614	1929.072581
2945	32.601	25.641	1950.077957
2946	68.73047	25.64153	1937.045699
2947	-100.317	25.677	1950.620968
2948	117.844154	25.694834	1939
2949	32.647	25.696	1930.002688
2951	85.67139	25.71084	1939.924731
2952	119.24633	25.712513	1892
2953	93.22047068	25.72045165	1903.045455
2954	90.815	25.721	1928.922043
2955	84.01667	25.75	1902.045455
2956	108.902727	25.753818	1934.586022
2957	84.149	25.759	1928.922043
2958	109.598297	25.784344	1938
2959	113.025	25.812	1937.056452
2960	100.574219	25.829945	1776
2961	101.100403	25.856127	1854
2962	83.85	25.857	1931.817204
2963	118.932526	25.870729	1899
2964	84.21667	25.88333	1902.045455
2965	87.199	25.885	1966.946237
2966	81.86188	25.90123	1929.102151
2967	76.022	25.91	1905.306452
2968	32.763	25.911	1930.002688
2969	81.96075	25.91359	1929.064516
2970	119.461975	25.966841	1928
2971	117.359779	25.977694	1941
2972	100.083092	25.98794	1776
2973	119.31	26.03	1946.586022
2974	110.640327	26.037975	1939
2975	119.3254	26.04736	1950.002688
2976	30.764	26.05	1936.126344
2977	32.23	26.05	1931.932796
2978	94.579	26.053	1950.924731
2979	119.29	26.06	1946.612903
2980	83.185	26.064	1929.083333
2981	82.312	26.065	1934.056452
2982	119.3	26.07	1946.389785
2983	119.294853	26.072281	1890
2984	119.29	26.08	1946.306452
2985	119.3	26.08	1941.349462
2986	82.877	26.083	1966.983871
2987	74.312	26.093	1929.384409
2988	119.25	26.1	1946.473118
2989	119.29	26.1	1939.481183
2990	99.947411	26.11001	1776
2991	85.38	26.122	1928.521505
2992	85.891	26.149	1928.922043
2993	119.133797	26.150467	1896
2994	32.73	26.162	1930.002688
2995	118.181412	26.172533	1945
2996	93.12012	26.17516	1931.760753
2997	119.53215	26.199379	1900
2998	91.733	26.203	1929.650538
2999	104.100807	26.223091	1871
3000	81.234	26.228	1929.091398
3001	32.003	26.234	1931.223118
3002	70.377	26.255	1928.884409
3003	73.023	26.282	1929.083333
3004	80.83414	26.28834	1930.973118
3005	119.385	26.294	1939.336022
3006	87.299	26.295	1925.002688
3007	119.3	26.3	1935.045699
3008	80.22594	26.31157	1928.647849
3009	31.893	26.33	1926.483871
3010	31.89	26.34	1928.370968
3011	117.785034	26.397955	1896
3012	91.627	26.423	1933.180108
3013	74.643	26.443	1934.002688
3014	80.31898	26.44844	1928.596774
3015	80.317864	26.457827	1948.204301
3016	80.318	26.458	1948.27957
3017	80.31349	26.45828	1949.790323
3018	80.35	26.46667	1902.045455
3019	79.896	26.486	1931.626344
3020	119.542625	26.49081	1924
3021	31.76	26.5	1936.032258
3022	99.901352	26.532475	1803
3023	73.87414359	26.53823331	1898.863636
3024	31.695	26.545	1926.158602
3025	80.486	26.546	1929.497312
3026	100.174339	26.562416	1772
3027	73.147	26.571	1929.268817
3028	118.738564	26.580526	1904
3029	31.404	26.637	1925.002688
3030	118.18	26.64	1947.139785
3031	118.171837	26.64164	1899
3032	119.522232	26.666018	1916
3033	100.745483	26.689445	1821
3034	84.22771	26.72534	1937.086022
3035	73.8501	26.72599	1950.446237
3036	117.465897	26.732056	1943
3037	81.748	26.749	1936.395161
3038	83.362	26.755	1928.922043
3039	31.502	26.762	1931.389785
3040	107.872655	26.771545	1933.018817
3041	79.019	26.777	1949.787634
3042	117.81	26.79	1947.252688
3043	31.364	26.795	1933.080645
3044	82.743	26.795	1928.94086
3045	117.803337	26.797562	1925
3046	30.74	26.82	1931.086022
3047	30.81	26.82	1928.27957
3048	116.320084	26.83947	1946
3049	80.92	26.849	1929.228495
3050	80.91667	26.85	1903.045455
3051	54.327	26.857	1950.215054
3052	100.232994	26.876007	1779
3053	120.00222	26.890965	1932
3054	117.170952	26.89875	1942
3055	75.801	26.905	1929.064516
3056	118.981247	26.913494	1927
3057	71.908	26.919	1928.922043
3058	83.713	26.923	1950.709677
3059	81.19171	26.93676	1928.989247
3060	31.423	26.991	1940.233871
3061	79.82979	27.00656	1933.002688
3062	118.3	27.02	1947.252688
3063	31.319	27.04	1931.188172
3064	118.321236	27.042156	1910
3065	83.269	27.098	1933.05914
3066	68.331	27.099	1950.115591
3067	119.333328	27.108131	1920
3068	81.961	27.127	1928.94086
3069	57.086	27.135	1927.602151
3070	116.521	27.13981	1946.389785
3071	78.38256	27.15975	1928.370968
3072	81.534	27.172	1940.075269
3073	31.18277778	27.18277778	1939
3074	31.185	27.184	1930.002688
3075	103.545189	27.193977	1875
3076	94.437	27.206	1950.002688
3077	116.530167	27.212416	1944
3078	116.53	27.22	1947.27957
3079	31.11	27.25	1929.956989
3080	31.12	27.25	1925.002688
3081	31.12	27.26	1940.311828
3082	31.15	27.27	1931.301075
3083	30.99	27.29	1928.521505
3084	116.913483	27.292177	1945
3085	30.971	27.314	1928.706989
3086	118.115219	27.331324	1922
3087	120.209457	27.333408	1948
3088	103.713959	27.339474	1863
3089	117.48	27.34	1947.862903
3090	117.49	27.34	1947.27957
3091	117.487038	27.344645	1941
3092	118.851334	27.36931	1927
3093	80.13	27.397	1929.024194
3094	100.4099	27.42061	1946.473118
3095	77.1	27.424	1929.919355
3096	72.114	27.448	1933.155914
3097	76.69144	27.51177	1950.077957
3098	116.6858	27.51558	1946.502688
3099	118.778381	27.528101	1928
3101	30.82	27.54	1930.303763
3102	117.327812	27.543776	1941
3103	30.816	27.552	1929.002688
3104	116.635437	27.557013	1944
3105	78.652	27.559	1929.083333
3106	81.59889	27.57433	1929.139785
3107	80.675	27.576	1928.94086
3108	75.502	27.604	1929.744624
